scan_protocol_no,scan_protocol_name,scan_series,Speed,Type,Rows,HiRes,Shuttle,Tilt,SFOV,kV,SmartmA,NoiseIndex,MinmA,MaxmA,Message,Timer,Light,CTDI,CTDI NV,DLP,DLP NV,mA, pitch
5.22, GSI - Chest,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.42,1000,303.61,1000,215,127
5.23, GSI - Chest - Pelvis,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.42,1000,530.84,1000,215,127
5.23, GSI - Chest - Pelvis,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.42,1000,530.84,1000,215,127
5.24, GSI - PA + DV,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,648.33,1000,,
5.24, GSI - PA + DV,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,326.23,1000,185,127
5.24, GSI - PA + DV,Series 4 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,80,,,,,102,0,2,8.8,1000,1065.32,1000,185,127
5.25, GSI - Aorta CTA SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.15,1000,640.86,1000,,
5.25, GSI - Aorta CTA SmartPrep,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.42,1000,530.84,1000,215,127
5.25, GSI - Aorta CTA SmartPrep,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.42,1000,530.84,1000,215,127
5.26, GSI - ASO SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.15,1000,1229.74,1000,,
5.26, GSI - ASO SmartPrep,Series 3 Group 1 Scan Settings ,0.8, Helical,64, false, false, S0.0, Medium,120,,,,,102,0,2,10.5,1000,1238.47,1000,380,63
5.29, GSIX PE+ DVT Routine,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,6.35,1000,244.94,1000,185,176
5.29, GSIX PE+ DVT Routine,Series 2 Group 2 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,80,,,,,102,0,2,14.49,1000,1128.53,1000,270,63
5.44, CARTO R to R,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,17.3,50,250,103,0,1,1.53,1000,55.15,1000,,
5.44, CARTO R to R,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Medium,120, true,25,100,740,103,0,1,34.82,1000,487.49,1000,,
5.4, QQ Chest - Pelvis  Routine ,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.44,1000,638.05,1000,,
5.4, QQ Chest - Pelvis  Routine ,Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.44,1000,638.05,1000,,
5.2, Chest (Low Dose),Series 2 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Medium,100, true,30,50,150,102,0,2,1.75,1000,67.72,1000,,
5.5, Chest - Pelvis  (90sec 300sec),Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.45,1000,665.15,1000,,
5.5, Chest - Pelvis  (90sec 300sec),Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.45,1000,665.15,1000,,
5.5, Chest - Pelvis  (90sec300sec),Series 4 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.45,1000,665.15,1000,,
5.1, Chest - Pelvis Dynamic (40sec70sec180sec)Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,268.29,1000,,
5.1, Chest - Pelvis Dynamic (40sec70sec180sec)Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,648.33,1000,,
5.1, Chest - Pelvis Dynamic (40sec70sec180sec)Routine,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,679.15,1000,,
5.1, Chest - Pelvis Dynamic (40sec70sec180sec)Routine,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,648.33,1000,,
5.12, Chest - Pelvis(40sec80sec)Routine,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.45,1000,555.4,1000,,
5.12, Chest - Pelvis(40sec80sec)Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,519.94,1000,,
5.12, Chest - Pelvis(40sec80sec)Routine,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,745.91,1000,,
5.14, Aorta CTA Routine SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.14, Aorta CTA Routine SmartPrep,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.14, Aorta CTA Routine SmartPrep,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.37, CCTA,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Large,120, true,35,100,200,102,0,1,2.66,1000,42.6,1000,,
5.37, CCTA,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, true, false, S0.0, Cardiac Medium,120, true,25,100,475,102,0,1,7.49,1000,104.91,1000,,
5.43, CARTO Systole,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,17.3,50,250,103,0,1,1.53,1000,55.15,1000,,
5.43, CARTO Systole,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Medium,120, true,25,100,740,103,0,1,6.83,1000,95.59,1000,,
5.6, QQ PE + DVT Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.13,1000,376.12,1000,,
5.6, QQ PE + DVT Routine,Series 2 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,80, true,11.6,150,600,102,0,2,5.47,1000,443.67,1000,,
5.16, Chest HRCT,Series 1 Group 1 Scan Settings ,0.5, Axial,128, true, false, S0.0, Medium,100, true,14.7,100,570,102,0,2,10.47,1000,83.78,1000,,
5.3, QQ Chest Routine  Body Assist,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,720,102,0,2,10.46,1000,613.5,1000,,
5.3, QQ Chest Routine  Body Assist,Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.46,1000,404.25,1000,,
5.33, GSIX Chest-Pelvis Low CA ,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,12.2,100,700,102,0,2,10.46,1000,613.5,1000,,
5.33, GSIX Chest-Pelvis Low CA ,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,317.43,1000,185,127
5.9, P-Abd CE Chest-Pelvis Routine,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.46,1000,665.81,1000,,
5.9, P-Abd CE Chest-Pelvis Routine,Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.46,1000,665.81,1000,,
5.45, GSIX - Aorta CTA SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,576.43,1000,,
5.45, GSIX - Aorta CTA SmartPrep,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
5.45, GSIX - Aorta CTA SmartPrep,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,21.21,1000,1687.48,1000,435,127
5.45, GSIX - Aorta CTA SmartPrep,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
5.31, GSIX PA PV (29s 90s),Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,14.7,100,700,102,0,2,10.46,1000,467.02,1000,,
5.31, GSIX PA PV (29s 90s),Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,979.21,1000,475,127
5.31, GSIX PA PV (29s 90s),Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,979.21,1000,475,127
5.35, GSIX Aorta CTA(CTA 100kV Delay Dual) ,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.35, GSIX Aorta CTA(CTA 100kV Delay Dual) ,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11,100,720,102,0,2,7.81,1000,492.88,1000,,
5.35, GSIX Aorta CTA(CTA 100kV Delay Dual) ,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,555,1000,185,127
5.38, CCTA + 4D,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Large,120, true,35,100,200,102,0,1,2.66,1000,42.6,1000,,
5.38, CCTA + 4D,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, true, false, S0.0, Cardiac Medium,120, true,25,100,475,102,0,1,35.67,1000,499.42,1000,,
5.34, GSIX PA+PV+DVT(7s14s),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,5.58,1000,201.44,1000,195,127
5.34, GSIX PA+PV+DVT(7s14s),Series 2 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,5.58,1000,201.44,1000,195,127
5.34, GSIX PA+PV+DVT(7s14s),Series 2 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,80,,,,,102,0,2,8.8,1000,713.37,1000,185,127
5.3, GSIX PE+ DVT (20s 80s 180s),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Large Body,100,,,,,103,0,2,5.58,1000,201.44,1000,195,127
5.3, GSIX PE+ DVT (20s 80s 180s),Series 2 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,103,0,2,8.8,1000,317.43,1000,185,127
5.3, GSIX PE+ DVT (20s 80s 180s),Series 2 Group 3 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,80,,,,,102,0,2,14.49,1000,1128.53,1000,270,63
5.46, GSIX PE+ DVT(100kv),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Large Body,100,,,,,103,0,2,5.58,1000,201.44,1000,195,127
5.46, GSIX PE+ DVT(100kv),Series 2 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,150,720,102,0,2,7.8,1000,632.8,1000,,
5.8, P+CE Chest-Pelvis Routine,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.44,1000,638.05,1000,,
5.8, P+CE Chest-Pelvis Routine,Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.44,1000,638.05,1000,,
5.28, GSIX Chest-Pelvis CEonly ,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,317.43,1000,185,127
5.15, Aorta CTA (50s 90s) SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.15, Aorta CTA (50s 90s) SmartPrep,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.15, Aorta CTA (50s 90s) SmartPrep,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.15, Aorta CTA (50s 90s) SmartPrep,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.27, GSIX Chest-Pelvi P+CE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,720,102,0,2,20.05,1000,1325.64,1000,,
5.27, GSIX Chest-Pelvi P+CE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,493.41,1000,185,127
5.47, CABG Special ,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,14,100,700,102,0,1,1.53,1000,50.62,1000,,
5.47, CABG Special ,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Large,120, true,35,100,200,102,0,1,2.66,1000,42.6,1000,,
5.47, CABG Special ,Series 4 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, true, false, S0.0, Cardiac Medium,120, true,25,100,470,102,0,1,8.56,1000,209.8,1000,,
5.47, CABG Special ,Series 5 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,10.87,1000,555.46,1000,230,127
5.5, Trauma Full Body DMPR,Series 2 Group 1 Scan Settings ,1, Axial, SmartCollimation, false, false, S0.0, Adult Head,120,,,,,101,0,0,56.45,1000,903.13,1000,340,
5.5, Trauma Full Body DMPR,Series 3 Group 1 Scan Settings ,1, Helical,128, true, false, S0.0, Large Body,120, true,8.5,80,430,101,0,0,17.28,1000,547.84,1000,,
5.5, Trauma Full Body DMPR,Series 4 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Large Body,100, true,16.6,100,720,101,0,0,5.28,1000,187.93,1000,,
5.5, Trauma Full Body DMPR,Series 4 Group 2 Scan Settings ,0.5, Helical,128, false, false, S0.0, Large Body,120, true,12.3,100,740,101,0,0,17.01,1000,776.09,1000,,
5.36, GSIX Aorta CTA(CTA 50s 90s)90s only Dual,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,648.98,1000,,
5.36, GSIX Aorta CTA(CTA 50s 90s)90s only Dual,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11,100,720,102,0,2,7.81,1000,492.88,1000,,
5.36, GSIX Aorta CTA(CTA 50s 90s)90s only Dual,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11,100,720,102,0,2,7.81,1000,492.88,1000,,
5.36, GSIX Aorta CTA(CTA 50s 90s)90s only Dual,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,555,1000,185,127
5.48, CABG Special2 ,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,14,100,700,102,0,1,1.53,1000,50.62,1000,,
5.48, CABG Special2 ,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Large,120, true,35,100,200,102,0,1,2.66,1000,42.6,1000,,
5.48, CABG Special2 ,Series 4 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, true, false, S0.0, Cardiac Medium,120, true,25,100,470,102,0,1,8.56,1000,209.8,1000,,
5.48, CABG Special2 ,Series 5 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,10.87,1000,555.46,1000,230,127
5.48, CABG Special2 ,Series 5 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,10.87,1000,555.46,1000,230,127
5.51, GSIX Chest-Pelvi CE all dual,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,804.67,1000,475,127
5.51, GSIX Chest-Pelvi CE all dual,Series 2 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1270.1,1000,475,127
5.51, GSIX Chest-Pelvi CE all dual,Series 2 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,804.67,1000,475,127
5.7, QQ Full FOV Chest - Pelvis  80cm  ,Series 2 Group 1 Scan Settings ,0.5, Helical,64, false, false, S0.0, Large Body,100, true,11.6,100,700,102,0,2,9.52,1000,564.71,1000,,
5.7, QQ Full FOV Chest - Pelvis  80cm  ,Series 3 Group 1 Scan Settings ,0.5, Helical,64, false, false, S0.0, Large Body,100, true,11.6,100,700,102,0,2,9.52,1000,564.71,1000,,
5.41, CABG+CTA+180sDE,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,14,100,700,102,0,1,1.53,1000,109.46,1000,,
5.41, CABG+CTA+180sDE,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Large,120, true,35,100,200,102,0,1,2.66,1000,42.6,1000,,
5.41, CABG+CTA+180sDE,Series 4 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, true, false, S0.0, Cardiac Medium,120, true,25,100,450,102,0,1,8.49,1000,237.58,1000,,
5.41, CABG+CTA+180sDE,Series 4 Group 2 Scan Settings ,0.8, Helical,128, false, false, S0.0, Medium,100, true,14,100,720,102,0,1,5,1000,360.74,1000,,
5.41, CABG+CTA+180sDE,Series 5 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,10.87,1000,783.83,1000,230,127
5.49, GSIX - Aorta CTA SmartPrep (120sDE),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.28,1000,577.01,1000,,
5.49, GSIX - Aorta CTA SmartPrep (120sDE),Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
5.49, GSIX - Aorta CTA SmartPrep (120sDE),Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,21.21,1000,1687.48,1000,435,127
5.52, GSIX Chest-pelvi CTA (All Dual),Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,15.62,1000,1891.56,1000,,
5.52, GSIX Chest-pelvi CTA (All Dual),Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,1065.32,1000,185,127
5.52, GSIX Chest-pelvi CTA (All Dual),Series 4 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,1065.32,1000,185,127
6.11, Abd-FAT Routine,Series 1 Group 1 Scan Settings ,0.35, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,2,2.42,1000,1.21,1000,100,
6.18, GSIX Abdomen-Pelvi P+CE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,720,102,0,2,20.05,1000,1325.64,1000,,
6.18, GSIX Abdomen-Pelvi P+CE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.14, GSI - Abdomen-Pelvis,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,449.41,1000,215,127
6.14, GSI - Abdomen-Pelvis,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,215,127
6.1, QQ Abdomen-Pelvis Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.04,1000,1024.62,1000,,
6.1, QQ Abdomen-Pelvis Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.04,1000,1124.84,1000,,
6.9, Kunishima 4Phase (Smart Prep) Expiration,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,103,0,2,20.02,1000,1023.6,1000,,
6.9, Kunishima 4Phase (Smart Prep) Expiration,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,103,0,2,20.02,1000,1123.72,1000,,
6.9, Kunishima 4Phase (Smart Prep) Expiration,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,103,0,2,20.02,1000,1123.72,1000,,
6.9, Kunishima 4Phase (Smart Prep) Expiration,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,103,0,2,20.02,1000,1123.72,1000,,
6.9, Kunishima 4Phase (Smart Prep) Expiration,Series 3 Group 4 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,103,0,2,20.02,1000,1123.72,1000,,
6.7, RCC 3Phase (30sec80sec300sec)PauseRoutine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.7, RCC 3Phase (30sec80sec300sec)PauseRoutine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.7, RCC 3Phase (30sec80sec300sec)PauseRoutine,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.7, RCC 3Phase (30sec80sec300sec)PauseRoutine,Series 4 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.6, RCC 3Phase (30sec80sec300sec)Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.6, RCC 3Phase (30sec80sec300sec)Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.6, RCC 3Phase (30sec80sec300sec)Routine,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.6, RCC 3Phase (30sec80sec300sec)Routine,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.5, HCC 4Phase (25sec40sec70sec180sec),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.5, HCC 4Phase (25sec40sec70sec180sec),Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.5, HCC 4Phase (25sec40sec70sec180sec),Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.5, HCC 4Phase (25sec40sec70sec180sec),Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
