scan_protocol_no,scan_protocol_name,scan_series,Speed,Type,Rows,HiRes,Shuttle,Tilt,SFOV,kV,SmartmA,NoiseIndex,MinmA,MaxmA,Message,Timer,Light,CTDI,CTDI NV,DLP,DLP NV,mA, pitch
6.5, HCC 4Phase (25sec40sec70sec180sec),Series 3 Group 4 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.4, HCC 3Phase (40sec70sec180sec)Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.4, HCC 3Phase (40sec70sec180sec)Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.4, HCC 3Phase (40sec70sec180sec)Routine,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.4, HCC 3Phase (40sec70sec180sec)Routine,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.12, Abdomen 3Phase SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.12, Abdomen 3Phase SmartPrep,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.12, Abdomen 3Phase SmartPrep,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.12, Abdomen 3Phase SmartPrep,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.13, Abdomen 4Phase SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.13, Abdomen 4Phase SmartPrep,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.13, Abdomen 4Phase SmartPrep,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.13, Abdomen 4Phase SmartPrep,Series 3 Group 3 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.13, Abdomen 4Phase SmartPrep,Series 3 Group 4 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.15, GSI - Abdomen 2Phase SmartPrep,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,449.41,1000,215,127
6.15, GSI - Abdomen 2Phase SmartPrep,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,215,127
6.15, GSI - Abdomen 2Phase SmartPrep,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,215,127
6.16, GSI - Abdomen 3Phase SmartPrep,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,449.41,1000,185,127
6.16, GSI - Abdomen 3Phase SmartPrep,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.16, GSI - Abdomen 3Phase SmartPrep,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.16, GSI - Abdomen 3Phase SmartPrep,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.17, GSI - Abdomen 4Phase SmartPrep,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,449.41,1000,185,127
6.17, GSI - Abdomen 4Phase SmartPrep,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.17, GSI - Abdomen 4Phase SmartPrep,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.17, GSI - Abdomen 4Phase SmartPrep,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.17, GSI - Abdomen 4Phase SmartPrep,Series 3 Group 4 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.36, RT Routin,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Medium,120, false,9,150,515,102,0,0,38.98,1000,1821.35,1000,,
6.36, RT Routin,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Medium,120, false,9,150,515,102,0,0,38.98,1000,1821.35,1000,,
6.23, GSIX Abdomen-Pelvis Low CA ,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Medium,100, true,12.2,100,700,102,0,2,10.45,1000,612.89,1000,,
6.23, GSIX Abdomen-Pelvis Low CA ,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,8.8,1000,317.43,1000,185,127
6.24, GSIX Abdomen-Pelvi Liver Dynamic,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,720,102,0,2,20.03,1000,823.59,1000,,
6.24, GSIX Abdomen-Pelvi Liver Dynamic,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.24, GSIX Abdomen-Pelvi Liver Dynamic,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.24, GSIX Abdomen-Pelvi Liver Dynamic,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.21, GSIX Dynamic(40s 70s 180s) 70s onlyDE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,9.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.21, GSIX Dynamic(40s 70s 180s) 70s onlyDE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.21, GSIX Dynamic(40s 70s 180s) 70s onlyDE,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.21, GSIX Dynamic(40s 70s 180s) 70s onlyDE,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.28, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 70s onlyDE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.28, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 70s onlyDE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.28, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 70s onlyDE,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.28, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 70s onlyDE,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.28, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 70s onlyDE,Series 3 Group 4 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.31, GSIX Pelvi umeda protocol CTA (22s 50s 90s) 90s onlyDE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.31, GSIX Pelvi umeda protocol CTA (22s 50s 90s) 90s onlyDE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.31, GSIX Pelvi umeda protocol CTA (22s 50s 90s) 90s onlyDE,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.31, GSIX Pelvi umeda protocol CTA (22s 50s 90s) 90s onlyDE,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.33, RT HCC 4D 2Phase 40s180s,Series 2 Group 1 Scan Settings ,1, Cine,256, false, false, S0.0, Medium,80, true,11.6,100,600,102,0,2,52.12,1000,833.85,1000,,
6.33, RT HCC 4D 2Phase 40s180s,Series 2 Group 2 Scan Settings ,0.5, Cine,256, false, false, S0.0, Medium,80, true,11.6,100,600,102,0,2,64.38,1000,1030.09,1000,,
6.25, GSI - Abdomen 3Phase SmartPrep - Copy,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,449.41,1000,185,127
6.25, GSI - Abdomen 3Phase SmartPrep - Copy,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.25, GSI - Abdomen 3Phase SmartPrep - Copy,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.25, GSI - Abdomen 3Phase SmartPrep - Copy,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,120,,,,,102,0,2,8.8,1000,493.41,1000,185,127
6.3, GSIX Pelvi umeda protocol CTA (50s 90s) 90s onlyDE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.3, GSIX Pelvi umeda protocol CTA (50s 90s) 90s onlyDE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.3, GSIX Pelvi umeda protocol CTA (50s 90s) 90s onlyDE,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.3, GSIX Pelvi umeda protocol CTA (50s 90s) 90s onlyDE,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.3, Abdomen 2Phase (40sec70sec),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.3, Abdomen 2Phase (40sec70sec),Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.3, Abdomen 2Phase (40sec70sec),Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.2, GSIX Chest-Pelvi - CE only,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.8, Abd Stone 2Phase (90sec5min)Pause,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1023.6,1000,,
6.8, Abd Stone 2Phase (90sec5min)Pause,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.8, Abd Stone 2Phase (90sec5min)Pause,Series 4 Group 1 Scan Settings ,0.5, Axial,8, false, false, S0.0, Large Body,100,,,,,101,0,2,3.15,1000,1.57,1000,100,
6.8, Abd Stone 2Phase (90sec5min)Pause,Series 5 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.02,1000,1123.72,1000,,
6.1, Abd Aorta CTA Routine SmartPrep,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,648.33,1000,,
6.1, Abd Aorta CTA Routine SmartPrep,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,648.33,1000,,
6.1, Abd Aorta CTA Routine SmartPrep,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,648.33,1000,,
6.19, GSIX Abdomen-Pelvi - CE only,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.34, RT Radiation Routine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Large Body,120, true,14,100,720,102,0,2,25.58,1000,1226.1,1000,,
6.34, RT Radiation Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.04,1000,1124.84,1000,,
6.22, GSIX Radiation Planning CT ,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,100,,,,,102,0,2,26.01,1000,1375.81,1000,475,63
6.35, RT HCC 4D Test,Series 2 Group 1 Scan Settings ,0.28, Cine,256, false, false, S0.0, Medium,120, true,16.4,100,600,102,0,2,137.15,1000,2194.37,1000,,
6.35, RT HCC 4D Test,Series 3 Group 1 Scan Settings ,0.28, Axial,256, false, false, S0.0, Medium,120, true,16.4,100,600,102,0,2,140.76,1000,2252.14,1000,,
6.26, GSIX Abdomen-Pelvi Liver Dynamic all dual,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,804.67,1000,475,127
6.26, GSIX Abdomen-Pelvi Liver Dynamic all dual,Series 2 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1270.1,1000,475,127
6.26, GSIX Abdomen-Pelvi Liver Dynamic all dual,Series 2 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,804.67,1000,475,127
6.2, Abdomen-Pelvis Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.04,1000,1024.62,1000,,
6.2, Abdomen-Pelvis Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.04,1000,1124.84,1000,,
6.27, Abdomen-Pelvis 4D,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,720,102,0,2,20.04,1000,1024.62,1000,,
6.27, Abdomen-Pelvis 4D,Series 3 Group 1 Scan Settings ,0.28, Axial,256, false, false, S0.0, Medium,100, true,15.3,100,600,102,0,2,254.31,1000,4068.98,1000,,
6.27, Abdomen-Pelvis 4D,Series 3 Group 2 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,600,102,0,2,6.39,1000,294.77,1000,,
6.32, GSIX Abd CTA (All Dual),Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.6,100,635,102,0,2,15.62,1000,1891.56,1000,,
6.32, GSIX Abd CTA (All Dual),Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,185,127,102,0,2,8.8,1000,1065.32,1000,,,,
6.32, GSIX Abd CTA (All Dual),Series 4 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,185,127,102,0,2,8.8,1000,1065.32,1000,,,,
6.29, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 40s 70s DE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.29, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 40s 70s DE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.29, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 40s 70s DE,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.29, GSIX Pelvi umeda protocol CTA(40s 70s 180s) 40s 70s DE,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100, true,11.4,100,635,102,0,2,20.05,1000,1125.15,1000,,
6.37, RT HCC 2Phase 40s180s,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Medium,120, true,9,100,600,102,0,2,4.35,1000,157.2,1000,,
6.37, RT HCC 2Phase 40s180s,Series 2 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Medium,120, true,9,100,600,102,0,2,8.34,1000,301.31,1000,,
6.39, GSIX Pelvi CTA(40s 70s 180s) all DE,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.39, GSIX Pelvi CTA(40s 70s 180s) all DE,Series 3 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.39, GSIX Pelvi CTA(40s 70s 180s) all DE,Series 3 Group 2 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
6.39, GSIX Pelvi CTA(40s 70s 180s) all DE,Series 3 Group 3 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1305.01,1000,475,127
7.2, QQ Th-Spine Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Small Body,100, true,11.6,150,700,102,0,2,8.66,1000,295.1,1000,,
7.4, QQ Whole Spine Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Small Body,100, true,11.6,150,700,102,0,2,8.66,1000,416.36,1000,,
7.5, C-Spine non Helical Routine,Series 2 Group 1 Scan Settings ,1, Axial, SmartCollimation, false, false, S0.0, Small Body,100, true,5,150,700,101,0,0,9.36,1000,262.05,1000,,
7.1, QQ C-Spine Helical MAR Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Small Body,100, true,5,150,700,102,0,2,8.66,1000,260.45,1000,,
7.3, QQ L-Spine Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Small Body,100, true,11.6,150,700,102,0,2,8.66,1000,295.1,1000,,
7.1, GSI - Th-Spine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,120,,,,,101,0,0,14.49,1000,418.69,1000,380,63
7.11, GSI - L-Spine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,120,,,,,101,0,0,14.49,1000,534.59,1000,380,63
7.12, GSI - Whole Spine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,120,,,,,101,0,0,14.49,1000,679.45,1000,380,63
7.7, GSIX  Th-Spine Routine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,100,,,,,102,0,2,14.49,1000,476.64,1000,270,63
7.6, GSIX  L-Spine Routine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,100,,,,,102,0,2,14.49,1000,476.64,1000,270,63
7.8, GSIX  C-Spine Routine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,100,,,,,102,0,2,14.49,1000,476.64,1000,270,63
7.9, GSIX  Whole-Spine Routine,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,100,,,,,102,0,2,14.49,1000,476.64,1000,270,63
8.4, QQ Hip Joint Routine MAR,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,150,720,102,0,2,20.02,1000,923.48,1000,,
8.2, GSI - Pelvis,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,120,,,,,102,0,2,13.5,1000,444.22,1000,380,63
8.2, GSI - Pelvis,Series 3 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,120,,,,,102,0,2,13.5,1000,444.22,1000,380,63
8.3, GSI - Hip Joint,Series 2 Group 1 Scan Settings ,1, Helical,64, false, false, S0.0, Medium,120,,,,,101,0,0,13.5,1000,390.21,1000,380,63
8.1, QQ Pelvis Rotine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,150,720,102,0,2,20.04,1000,924.41,1000,,
8.1, QQ Pelvis Rotine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,150,720,102,0,2,20.04,1000,924.41,1000,,
8.5, GSIX Hip Joint Routine MAR,Series 2 Group 1 Scan Settings ,1, Helical,128, false, false, S0.0, Large Body,100,,,,,102,0,2,23.27,1000,1072.29,1000,475,127
9.1, QQ Lower Extremity Heiical Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Medium,100, true,4.1,100,570,101,0,0,10.18,1000,538.5,1000,,
9.15, nonHelical 8slice Routine ,Series 2 Group 1 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 2 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 3 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 4 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 5 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 6 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 7 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.15, nonHelical 8slice Routine ,Series 2 Group 8 Scan Settings ,1, Axial,8, false, false, S0.0, Medium,100,,,,,102,0,0,5.53,1000,2.77,1000,80,
9.2, QQ Knee/Ankle Helical HR Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, true, false, S0.0, Medium,100, true,4.1,100,450,101,0,0,10.25,1000,267.11,1000,,
9.3, Knee/Ankle non-Herical HR Routine,Series 2 Group 1 Scan Settings ,1, Axial, SmartCollimation, true, false, S0.0, Medium,100, true,4.1,100,500,102,0,0,12.15,1000,291.65,1000,,
9.16, ASO SmartPrep(CTA 90s 180s),Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.27,1000,1434.11,1000,,
9.16, ASO SmartPrep(CTA 90s 180s),Series 3 Group 1 Scan Settings ,0.8, Helical,64, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.18,1000,1388.12,1000,,
9.16, ASO SmartPrep(CTA 90s 180s),Series 3 Group 2 Scan Settings ,0.8, Helical,64, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.18,1000,1388.12,1000,,
9.16, ASO SmartPrep(CTA 90s 180s),Series 3 Group 3 Scan Settings ,0.8, Helical,64, false, false, S0.0, Medium,100, true,11.6,100,700,102,0,2,10.18,1000,1388.12,1000,,
